l_edge,r_edge,n,fr,fr_std,mark
122897,125431,4,1.2325390304026294,0.04294274966972484,delm
147366,148987,17,10.519395134779751,0.914303984520728,eho
148887,149642,7,9.16030534351145,0.5170742464146234,lco
149777,150703,9,9.685230024213075,0.43684224003651684,lco
150812,153111,20,8.640291041382445,0.46912961114958623,lco
153787,155397,15,9.271523178807946,0.24005546539279335,lco
155746,156305,3,4.357298474945534,0.34529043396363623,delm
158592,159042,5,11.428571428571429,0.8388723316679267,eho
161592,162940,5,3.2051282051282053,0.1301452524995884,delm
166802,167128,4,13.274336283185841,0.7097098034455266,eho
169377,169830,3,5.6657223796034,0.25019793543194946,lco
177431,178066,2,1.8691588785046729,0.0,delm
179353,180102,9,12.326656394453003,0.41799662305946567,eho
182454,183256,9,11.396011396011398,0.4726066738830162,eho
191498,191956,5,11.1731843575419,0.5094024721601238,eho
192167,192640,6,13.404825737265416,0.7575421253542814,eho
196472,196797,4,13.333333333333334,0.8799551054765923,урщ
